energy,intensity,line_id,technique,material
20.0,0.0064411696999970925,1,AES,Iron Oxide
21.21152906692721,-0.0023829971802980707,1,AES,Iron Oxide
22.423058133854422,-0.005603582030296622,1,AES,Iron Oxide
23.63458720078163,0.0058102922393535855,1,AES,Iron Oxide
24.846116267708844,0.002823571343406862,1,AES,Iron Oxide
26.057645334636053,-0.005810292239353611,1,AES,Iron Oxide
27.269174401563262,-0.0008273664116364961,1,AES,Iron Oxide
28.480703468490475,-1.1707427845337575e-17,1,AES,Iron Oxide
29.692232535417684,-0.0019962049317704083,1,AES,Iron Oxide
30.903761602344893,0.0008902356255542383,1,AES,Iron Oxide
32.115290669272106,-1.0442183751426578e-17,1,AES,Iron Oxide
33.32681973619931,-0.0008902356255542473,1,AES,Iron Oxide
34.538348803126524,0.0,1,AES,Iron Oxide
35.74987787005374,0.0,1,AES,Iron Oxide
36.96140693698095,0.011156189222827647,1,AES,Iron Oxide
38.17293600390816,-1.3085858899201452e-16,1,AES,Iron Oxide
39.38446507083537,-0.011156189222827715,1,AES,Iron Oxide
40.595994137762574,0.005392463627485785,1,AES,Iron Oxide
41.80752320468979,0.0,1,AES,Iron Oxide
43.019052271617,-0.005144011614063111,1,AES,Iron Oxide
44.23058133854421,0.0,1,AES,Iron Oxide
45.442110405471425,-0.00024845201342268817,1,AES,Iron Oxide
46.65363947239863,0.0004081100760021151,1,AES,Iron Oxide
47.86516853932584,-4.7870027688114805e-18,1,AES,Iron Oxide
49.07669760625305,0.010974170550727745,1,AES,Iron Oxide
50.28822667318026,0.010000000000015875,1,AES,Iron Oxide
51.499755740107474,-0.011382280626729899,1,AES,Iron Oxide
52.71128480703469,-0.010000000000015843,1,AES,Iron Oxide
53.92281387396189,0.00681496341398316,1,AES,Iron Oxide
55.134342940889105,0.0,1,AES,Iron Oxide
56.34587200781632,-0.00681496341398316,1,AES,Iron Oxide
57.557401074743524,0.0030263345588272678,1,AES,Iron Oxide
58.76893014167074,0.010000000000015875,1,AES,Iron Oxide
59.98045920859795,-0.0022578766833448306,1,AES,Iron Oxide
61.191988275525155,-0.010000000000015951,1,AES,Iron Oxide
62.40351734245237,-0.0007684578754825474,1,AES,Iron Oxide
63.61504640937958,0.0007242983971304923,1,AES,Iron Oxide
64.82657547630679,0.002716990766941532,1,AES,Iron Oxide
66.038104543234,-9.379452552307532e-05,1,AES,Iron Oxide
67.24963361016121,-0.002716990766941531,1,AES,Iron Oxide
68.46116267708842,-0.000630503871607407,1,AES,Iron Oxide
69.67269174401562,0.0,1,AES,Iron Oxide
70.88422081094285,0.0,1,AES,Iron Oxide
72.09574987787005,0.0,1,AES,Iron Oxide
73.30727894479726,0.0038893992036624346,1,AES,Iron Oxide
74.51880801172447,0.0012642518231705945,1,AES,Iron Oxide
75.73033707865169,-0.0038893992036624346,1,AES,Iron Oxide
76.9418661455789,-7.187131955333761e-05,1,AES,Iron Oxide
78.1533952125061,5.594499237272316e-17,1,AES,Iron Oxide
79.36492427943332,-0.0011923805036172005,1,AES,Iron Oxide
80.57645334636052,0.0022504997167888336,1,AES,Iron Oxide
81.78798241328774,0.003793287684542252,1,AES,Iron Oxide
82.99951148021495,0.0011758970269753017,1,AES,Iron Oxide
84.21104054714216,-0.003793287684542252,1,AES,Iron Oxide
85.42256961406937,-0.003426396743764128,1,AES,Iron Oxide
86.63409868099657,0.0012187954186829158,1,AES,Iron Oxide
87.84562774792379,0.0035892580313420888,1,AES,Iron Oxide
89.057156814851,-0.001218795418682923,1,AES,Iron Oxide
90.26868588177821,-0.0035892580313420888,1,AES,Iron Oxide
91.48021494870542,0.0,1,AES,Iron Oxide
92.69174401563264,0.0,1,AES,Iron Oxide
93.90327308255983,0.002989471991217691,1,AES,Iron Oxide
95.11480214948705,0.0049899233563235135,1,AES,Iron Oxide
96.32633121641426,-0.002989471991217708,1,AES,Iron Oxide
97.53786028334147,-0.001297691789240743,1,AES,Iron Oxide
98.74938935026869,0.0013305432739474342,1,AES,Iron Oxide
99.9609184171959,-0.00369223156708277,1,AES,Iron Oxide
101.17244748412311,-8.845595534393921e-07,1,AES,Iron Oxide
102.38397655105031,0.005658795216342036,1,AES,Iron Oxide
103.59550561797752,-0.0013296587143939635,1,AES,Iron Oxide
104.80703468490474,9.789368679927723e-05,1,AES,Iron Oxide
106.01856375183195,0.0,1,AES,Iron Oxide
107.23009281875916,-0.002732717912162301,1,AES,Iron Oxide
108.44162188568637,0.00032026646445376395,1,AES,Iron Oxide
109.65315095261357,-0.003023970990979059,1,AES,Iron Oxide
110.86468001954078,1.7342832118392492e-05,1,AES,Iron Oxide
112.076209086468,0.0,1,AES,Iron Oxide
113.28773815339521,-0.00033760929657222175,1,AES,Iron Oxide
114.49926722032242,0.0013139004334660513,1,AES,Iron Oxide
115.71079628724964,0.015437516852986428,1,AES,Iron Oxide
116.92232535417685,-0.001313900433466406,1,AES,Iron Oxide
118.13385442110405,-0.015437516852986699,1,AES,Iron Oxide
119.34538348803126,0.0,1,AES,Iron Oxide
120.55691255495847,0.0033679778736239053,1,AES,Iron Oxide
121.76844162188569,0.001209552001084053,1,AES,Iron Oxide
122.9799706888129,0.006632022126391968,1,AES,Iron Oxide
124.19149975574011,0.0006788785853742973,1,AES,Iron Oxide
125.40302882266731,-0.009642829056332168,1,AES,Iron Oxide
126.61455788959452,0.0016754402331774418,1,AES,Iron Oxide
127.82608695652173,-0.0003571709436838372,1,AES,Iron Oxide
129.03761602344895,-0.0035638708196359657,1,AES,Iron Oxide
130.24914509037615,0.0,1,AES,Iron Oxide
131.46067415730337,0.0,1,AES,Iron Oxide
132.67220322423057,0.0010894955580706208,1,AES,Iron Oxide
133.8837322911578,0.0009604832275260919,1,AES,Iron Oxide
135.095261358085,-0.0010706819585644923,1,AES,Iron Oxide
136.3067904250122,-0.000960483227526142,1,AES,Iron Oxide
137.51831949193942,-1.881359950616627e-05,1,AES,Iron Oxide
138.72984855886665,0.0,1,AES,Iron Oxide
139.94137762579385,0.0,1,AES,Iron Oxide
141.15290669272105,0.01000000000001599,1,AES,Iron Oxide
142.36443575964825,4.691874129365262e-16,1,AES,Iron Oxide
143.57596482657547,-0.008513402668357598,1,AES,Iron Oxide
144.7874938935027,0.006939717811408909,1,AES,Iron Oxide
145.9990229604299,-0.0008442848446396101,1,AES,Iron Oxide
147.2105520273571,-0.005992129860143412,1,AES,Iron Oxide
148.42208109428432,-0.0006423124870186041,1,AES,Iron Oxide
149.63361016121152,-0.0009475879512655793,1,AES,Iron Oxide
150.84513922813875,0.0,1,AES,Iron Oxide
152.05666829506595,0.00022160098877018624,1,AES,Iron Oxide
153.26819736199315,0.009062842189020282,1,AES,Iron Oxide
154.47972642892037,-0.00022160098877060366,1,AES,Iron Oxide
155.69125549584757,-0.007953379192169499,1,AES,Iron Oxide
156.9027845627748,-5.2054607324060487e-17,1,AES,Iron Oxide
158.114313629702,-0.00110946299685125,1,AES,Iron Oxide
159.32584269662922,0.014204711654410562,1,AES,Iron Oxide
160.53737176355642,0.0027665369869290923,1,AES,Iron Oxide
161.74890083048362,-0.0012943206432199244,1,AES,Iron Oxide
162.96042989741085,0.0072334630130865074,1,AES,Iron Oxide
164.17195896433805,-0.007749183593036274,1,AES,Iron Oxide
165.38348803126527,-0.01000000000001588,1,AES,Iron Oxide
166.59501709819247,-0.003002023308049795,1,AES,Iron Oxide
167.80654616511967,0.008059197087507694,1,AES,Iron Oxide
169.0180752320469,-0.0021591841101050585,1,AES,Iron Oxide
170.2296042989741,-0.008059197087507972,1,AES,Iron Oxide
171.44113336590132,0.0003666406120341018,1,AES,Iron Oxide
172.65266243282852,1.720231602374677e-17,1,AES,Iron Oxide
173.86419149975575,-0.00036664061203408455,1,AES,Iron Oxide
