energy,intensity,line_id,technique,material
400.0,0.009017287103469033,1,IR,Sodium Azide (NaN3)
401.7586712261847,0.0,1,IR,Sodium Azide (NaN3)
403.51734245236935,0.012321449178372981,1,IR,Sodium Azide (NaN3)
405.27601367855397,0.0,1,IR,Sodium Azide (NaN3)
407.03468490473864,0.0011009428900242693,1,IR,Sodium Azide (NaN3)
408.7933561309233,0.01,1,IR,Sodium Azide (NaN3)
410.552027357108,0.01,1,IR,Sodium Azide (NaN3)
412.3106985832926,0.0,1,IR,Sodium Azide (NaN3)
414.0693698094773,0.005422887066137148,1,IR,Sodium Azide (NaN3)
415.82804103566195,0.0,1,IR,Sodium Azide (NaN3)
417.5867122618466,0.003732429873712779,1,IR,Sodium Azide (NaN3)
419.34538348803125,0.01,1,IR,Sodium Azide (NaN3)
421.1040547142159,0.025034513150020723,1,IR,Sodium Azide (NaN3)
422.8627259404006,0.0,1,IR,Sodium Azide (NaN3)
424.62139716658527,0.01,1,IR,Sodium Azide (NaN3)
426.3800683927699,0.041767642295382476,1,IR,Sodium Azide (NaN3)
428.13873961895456,0.0,1,IR,Sodium Azide (NaN3)
429.89741084513923,0.024765255465744502,1,IR,Sodium Azide (NaN3)
431.6560820713239,0.02747558339239363,1,IR,Sodium Azide (NaN3)
433.4147532975085,0.0,1,IR,Sodium Azide (NaN3)
435.1734245236932,0.025030639229962803,1,IR,Sodium Azide (NaN3)
436.9320957498779,0.00879654584673523,1,IR,Sodium Azide (NaN3)
438.69076697606255,0.0,1,IR,Sodium Azide (NaN3)
440.44943820224717,0.0,1,IR,Sodium Azide (NaN3)
442.20810942843184,0.012974817691740687,1,IR,Sodium Azide (NaN3)
443.9667806546165,0.0,1,IR,Sodium Azide (NaN3)
445.7254518808012,0.0,1,IR,Sodium Azide (NaN3)
447.48412310698586,0.01,1,IR,Sodium Azide (NaN3)
449.2427943331705,0.0,1,IR,Sodium Azide (NaN3)
451.00146555935515,0.0023261989551768745,1,IR,Sodium Azide (NaN3)
452.7601367855398,0.01,1,IR,Sodium Azide (NaN3)
454.51880801172445,0.026694404018585364,1,IR,Sodium Azide (NaN3)
456.2774792379091,0.01592771477649049,1,IR,Sodium Azide (NaN3)
458.0361504640938,0.0,1,IR,Sodium Azide (NaN3)
459.79482169027847,0.0,1,IR,Sodium Azide (NaN3)
461.55349291646314,0.026496635539813657,1,IR,Sodium Azide (NaN3)
463.31216414264776,0.017864726787989397,1,IR,Sodium Azide (NaN3)
465.07083536883243,0.05801899300024254,1,IR,Sodium Azide (NaN3)
466.8295065950171,0.006699501287895325,1,IR,Sodium Azide (NaN3)
468.5881778212017,0.03629352895382236,1,IR,Sodium Azide (NaN3)
470.3468490473864,0.010972691291291312,1,IR,Sodium Azide (NaN3)
472.1055202735711,0.0029487118731159846,1,IR,Sodium Azide (NaN3)
473.86419149975575,0.0,1,IR,Sodium Azide (NaN3)
475.6228627259404,0.016629442845206843,1,IR,Sodium Azide (NaN3)
477.38153395212504,0.0,1,IR,Sodium Azide (NaN3)
479.1402051783097,0.0,1,IR,Sodium Azide (NaN3)
480.8988764044944,0.0002826710420544195,1,IR,Sodium Azide (NaN3)
482.657547630679,0.0,1,IR,Sodium Azide (NaN3)
484.4162188568637,0.0,1,IR,Sodium Azide (NaN3)
486.17489008304835,0.0,1,IR,Sodium Azide (NaN3)
487.933561309233,0.02128854208542167,1,IR,Sodium Azide (NaN3)
489.6922325354177,0.015891770439792573,1,IR,Sodium Azide (NaN3)
491.4509037616024,0.026364447862810142,1,IR,Sodium Azide (NaN3)
493.209574987787,0.005132731006360522,1,IR,Sodium Azide (NaN3)
494.96824621397167,0.025649932164536732,1,IR,Sodium Azide (NaN3)
496.72691744015634,0.006645070364235315,1,IR,Sodium Azide (NaN3)
498.48558866634096,0.0,1,IR,Sodium Azide (NaN3)
500.24425989252563,0.02653267720412961,1,IR,Sodium Azide (NaN3)
502.0029311187103,0.0,1,IR,Sodium Azide (NaN3)
503.761602344895,0.0,1,IR,Sodium Azide (NaN3)
505.52027357107966,0.027662240616085635,1,IR,Sodium Azide (NaN3)
507.2789447972643,0.028160226463748897,1,IR,Sodium Azide (NaN3)
509.03761602344895,0.0,1,IR,Sodium Azide (NaN3)
510.7962872496336,0.015466942754428777,1,IR,Sodium Azide (NaN3)
512.5549584758182,0.0,1,IR,Sodium Azide (NaN3)
514.3136297020029,0.02481942815591392,1,IR,Sodium Azide (NaN3)
516.0723009281876,0.0,1,IR,Sodium Azide (NaN3)
517.8309721543723,0.028798985052697408,1,IR,Sodium Azide (NaN3)
519.5896433805569,0.0,1,IR,Sodium Azide (NaN3)
521.3483146067416,0.019224563188976106,1,IR,Sodium Azide (NaN3)
523.1069858329263,0.0,1,IR,Sodium Azide (NaN3)
524.8656570591108,0.0,1,IR,Sodium Azide (NaN3)
526.6243282852955,0.010981760861300316,1,IR,Sodium Azide (NaN3)
528.3829995114802,0.022956941403981652,1,IR,Sodium Azide (NaN3)
530.1416707376649,0.04090374691746439,1,IR,Sodium Azide (NaN3)
